TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_43743	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43744	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43745	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43746	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43747	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43748	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43749	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43750	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43751	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43752	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43753	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43754	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43755	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43756	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43757	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43758	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43759	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43760	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43761	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43762	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43763	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43764	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43765	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43766	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43767	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43768	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43769	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43770	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43771	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43772	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43773	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43774	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43775	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43776	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43777	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43778	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43779	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43780	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43781	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43782	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43783	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43784	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43785	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43786	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43787	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43788	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43789	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43790	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43791	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43792	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43793	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43794	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43795	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43796	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43797	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43798	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43799	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43800	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43801	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43802	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43803	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43804	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43805	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43806	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43807	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43808	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43809	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43810	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43811	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43812	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43813	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43814	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43815	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43816	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43817	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43818	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43819	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43820	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43821	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43822	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43823	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43824	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43825	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43826	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43827	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43828	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43829	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43830	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43831	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43832	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43833	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43834	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43835	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43836	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43837	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43838	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43839	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43840	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43841	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43842	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43843	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43844	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43845	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43846	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43847	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43848	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43849	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43850	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43851	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43852	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43853	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43854	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43855	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43856	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43857	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43858	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43859	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43860	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43861	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43862	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43863	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43864	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43865	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43866	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43867	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43868	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43869	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43870	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43871	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43872	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43873	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43874	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43875	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43876	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43877	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43878	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43879	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43880	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43881	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43882	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43883	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43884	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43885	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43886	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43887	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43888	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43889	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43890	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43891	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43892	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43893	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43894	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43895	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43896	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43897	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43898	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43899	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43900	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43901	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43902	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43903	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43904	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43905	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43906	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43907	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43908	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43909	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43910	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43911	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43912	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43913	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43914	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43915	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43916	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43917	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43918	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43919	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43920	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43921	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43922	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43923	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43924	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43925	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43926	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43927	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43928	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43929	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43930	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43931	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43932	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43933	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43934	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43935	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43936	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43937	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43938	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43939	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43940	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43941	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43942	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43943	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43944	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43945	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43946	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43947	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43948	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43949	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43950	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43951	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43952	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43953	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43954	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43955	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43956	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43957	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43958	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43959	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43960	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43961	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43962	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43963	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43964	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43965	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43966	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43967	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43968	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43969	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43970	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43971	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43972	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43973	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43974	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43975	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43976	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43977	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43978	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_43979	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43980	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43981	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43982	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43983	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43984	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43985	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43986	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43987	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43988	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43989	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43990	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43991	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43992	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43993	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43994	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43995	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43996	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43997	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43998	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_43999	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44000	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44003	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44004	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44005	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44006	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44007	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44008	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44009	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44010	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44011	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44012	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44013	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44014	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44015	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44016	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44017	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44018	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44019	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44020	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44021	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44022	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44023	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44024	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44025	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44026	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44027	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44028	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44029	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44030	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44031	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44032	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44033	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44034	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44035	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44036	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44037	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44038	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44039	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44040	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44041	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44042	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44043	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44044	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44045	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44046	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44047	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44048	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44049	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44050	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44051	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44052	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44053	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44054	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44055	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44056	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44057	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44058	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44059	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44060	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44061	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44062	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44063	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44064	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44065	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44066	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44067	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44068	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44069	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44070	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44071	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44072	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44073	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44074	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44075	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44076	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_44077	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44078	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44079	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_44080	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44081	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44082	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44083	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44084	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44085	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44086	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44087	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44088	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44089	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44090	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44091	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44092	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44093	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44094	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44095	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44096	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44097	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44098	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44099	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44100	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44101	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44102	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44103	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44104	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44105	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44106	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44107	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44108	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44109	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44110	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44111	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44112	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44113	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44114	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44115	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44116	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44117	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44118	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44119	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44120	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44121	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44122	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44123	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44124	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44125	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44126	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44127	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_4412	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_4412	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44130	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44131	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44132	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44133	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44134	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44135	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44136	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44137	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44138	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44139	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44140	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44141	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44142	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44143	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44144	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44145	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44146	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44147	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44148	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44149	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TE_44150	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_44151	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TE_44152	0	0	0	0	0	0	0	0	0	0	0	0	1	1
